Diagnosis,count
wound on foot (cut due to metalic object),1
footpain kneepain,1
solitary abscess in forehead since 3weeks.,1
swelling on left retroauricular,1
mild abdomen pain [1 month],1
increased freq.of micturation,1
sore throat x15d,1
watering since a day,1
itching both lower limb,1
gastritis ( cholelithiasis),1
pai. in eye,1
leg pain (sprain ),1
anorexia c faintness c weakness  c leg pain,1
rt hand pain due to fall down,1
abdomen pain cold skin itching,1
watering in eye  low vision,1
high,1
refractivee errors,1
hypomenohoea,1
residual paralysis,1
post cerebrovascular accident,1
numbness in both limbs,1
l  heel pain,1
painful lump on hand,1
htn [fluctuating],1
acute gastritis; body ache,1
dysmneorrhoea for evaluation,1
left upper abdomen swelling,1
injury to right palm(healing),1
cva  2 years back,1
pain both eyes,1
gas\\weakness,1
weakness ( 4months pregnnant),1
weakness post illness,1
a finger due to injury,1
paraesthesia (right hand),1
eye pain after injury,1
bypass surgery,1
recurrent tinea cruris - since 6 month,1
as informed by son---73yr old lady  hot flushes in extremities,1
knee pain post spinal surgery,1
left sided stiff knee,1
mycosis around waist area,1
on cbc-platelet count -75k,1
backache x6months,1
eczema - - chr chemical exposure,1
parotid swelling fever since 2 days mumps,1
o fall - 5 days,1
weakness polyemenorrhea,1
o polyarthritis since 10yrs. on sulfasalazine since 9yrs,1
sore throat since 5days,1
exertional pain,1
60yr old male has extensive ringworm lesions all over body,1
bodyiching all over body,1
skin infection (on medication ),1
gas body pain'  weakness,1
patient feels there is some growth in throat,1
backache radiating to leg since 1 year,1
myalgia - polyarthritis,1
skin problem - scabies,1
arthriits knee joint c anorexia c weakness,1
wound in lower abd region since 2 month,1
hypothyridism,1
body selling,1
low bakache,1
- dm 2 not taking medication,1
skin dryness on palm,1
pain in the upper back,1
swelling due to over work,1
headache cough eye pain,1
constipation  gastritis  headache,1
eae ache,1
knee pain gastrotis,1
pt needed consultation regarding menstruation,1
left anle pain,1
refer to higher center,1
breathing issue to be further investigated,1
fissures in sole region associated,1
abnormal uterine bleeding (aub),1
pain abdomenpost cholecystectomy,1
o head injury few yrs back),1
pain all over head (h,1
cramps ( relieved),1
headache (visual acuity check),1
coughpain abdomen,1
piles since 8years,1
gastritis c anorexia c hypotension,1
hemiplagia,1
l renal calculi alon,1
chronic myalgia - shoulder,1
itching in left ear.,1
backache c knee pain c weakness after delivery,1
lumbago c weakness c knee pain c heel ache c weakness due to anemia c obesity,1
lumbago c weakness c knee pain c hypertension,1
body ache; keloid over wound on leg,1
lower abdominal  pain  c  anus pain burning  c lumbago,1
cold cough skin itching,1
hemoptysis leading to chest pain,1
oab.l knee joints,1
multiple skin lesions on both legs,1
itching on hand ( no rashes),1
hypertension ; dm type ii ;,1
shortness of breath due to astma,1
low bp since 2-3 month,1
gerd; body ache,1
tension type headace; acute gastritis,1
eye blurness,1
decresed urinary frequency,1
abdominal pain c gastritis cweakness c knee pain c oedema skincheadache daily hypothyroidism,1
o blood transfusion,1
spo2--96% (copd),1
accidental scar since 3days,1
2 leg swelling,1
delayed menstrual cycles. oligomenorrhea,1
taking medication from outside for hypertension.  but not taken today,1
knee pain- fracture few years back,1
leg pain -  injury today,1
limb pain c indigestion c rib pain c weakness  due to anemia,1
knee pain c leg pain c indigestion,1
excessive tobacco chewing,1
cough non productive on,1
artghralgia knee,1
urine complaints. lmp--25days back,1
upper back since 2days,1
hip joint injury,1
backache n pain in right hand since 3  months,1
mother worried about underweight. wt--17kg,1
7yr old child  nasopharyngitis,1
carbuncle post measles,1
incontinence urine,1
both soles burning sensation,1
backache n ankle pain,1
anc 3rd trimester,1
lumbago c weakness  c knee pain c leg pain   c hypertension,1
ande eye problem,1
left leg eczema c filaria c  weakness  c rt shoulder pain,1
camplaint of piles,1
c iron deficiency ;acute bronchitis,1
pitryasis alba; t,1
abrasion at right hand,1
pain over rt inguinal hernia,1
itching on left cheek,1
blood in stool.  piles,1
fungal skin infestion,1
watering eye sunburn,1
burning micturation [onn,1
swelling present- doctor adviced surgery,1
low bp giddiness',1
tb (old reports),1
tobacco induced tooth decay++,1
numbeness in leg,1
weakness gastritis vertigo,1
albendazole given 8days back,1
lack of appetite since 3days,1
as informed by mother---6yr old child has intermittent fever,1
generallised weakness-  anaemia,1
pain secondary to abrasions,1
23yr old female  occasional p,1
childhood obesity for evaluation,1
cracked soles of foot,1
tingling in legs[driver by profession],1
sticky discharge from eyes.,1
allergic cough ( non productive),1
(3months pregnant),1
cough cold since 1month,1
anorexia c weakness c dry pale skin patches  itching pityriasis c hypothyroidism,1
body ache  since 3-4 days,1
amenorrhoea  8  months,1
body pain [ rta ],1
menorrhagia (on medication),1
head aache,1
fever loosemotions,1
xeropthalmia,1
pain in back c pain in abdomen  on left side c yellow urine  c anorexia c constipation,1
heart ailment,1
mild pain on expiration,1
itching of skin scbies,1
lethrgy,1
anorexia cold,1
past h\\o tuberculosis (medicine course completed),1
weakness c scabies c anorexia,1
tingling + numbness in both limbs,1
eye pain bodyache,1
usg not done after taking mtp drugs,1
bleeding again now; prescriptions,1
a month ago; bleeding stopped for ten days,1
mtp at three months,1
cough cold itchimng of skin,1
nasal congestion [chronic],1
swelling of arms due to blunt trauma,1
cyst in palm,1
itching on ear upside,1
multivitamin deficiency since 3 days,1
p1 pregnancy test - negative,1
pain  chest    itching of fingers,1
burning sensation since 1 month,1
back pain since 1 years,1
lmp- 17.03.24,1
recently completed treatment for jaundice,1
pain on trunk after injury,1
diabetes c bodyache c weakness,1
bodyache c diabetes c weakness,1
skin lesion in back(body acne),1
weakness   loosemotions,1
cold coudgh,1
pain in legs (anaemia),1
itching in heel area,1
taking medication from outside for ear pain,1
discharge from both ear  for 4 years,1
ear pain  both ear,1
pain in hands  weakness,1
body pain+gastritis,1
abdominal  pain cramping type c constipation c   anorexia c indigestion,1
age 28 yr,1
fever c weakness c headache c anorexia  c bodyache c gum pain left last molar impacted c hypotension,1
acutegasteroentritis,1
paraesthesia over heel,1
face injury,1
two episodes since morning,1
severe pain++,1
decayed tooth,1
acidity hypotension constipation,1
ringworm since since 4-5 month,1
breast cancer patient on treatment.,1
hemrrhoids,1
uti [frequent],1
hb% 8gm% 4months back,1
28yr old male  malaise,1
temp--99.6f(axilla). no h,1
episodes of giddiness,1
knee pain c vertigo walking agg,1
borderline  hypertension,1
knee pain  acidity,1
eye problem since 7years,1
ringworm since 2 years,1
pain in right thumb since 2days,1
tired eyes),1
somnolence since 10days (seasonal dehydration,1
constipation since 3-34 days,1
back pain-  fall from tree 2-3 years back,1
ear discharge since  3 days,1
weakness c anorexia c  body ache after typhoid fever c irregular menses c obesity,1
stye in right eye,1
vertigo since 2years,1
5th month preg,1
tingling numbness in left leg,1
5th digit.,1
onychomycosis left 1st,1
rinfg worm,1
insect bite on left eye area of face,1
patient has been taken medication for pain for long time,1
scabies since 5 years,1
leg swelling bilateral,1
o-typhoid 15 days back),1
watering in eyes; no difficulty in vision,1
eating chalk,1
involuntary tremors in hands,1
usg  suggestive of polycystic ovaries,1
chills since two days,1
left sided back pain since two days,1
3  months pregnant,1
menstural issue,1
weakness - 3 months pregnancy,1
left knee pain(due to injury before one month),1
meniere's disease,1
weakness ( breastfeeding female),1
previously used local ointment,1
burning of skin on face [1 month],1
knee pain (fall 1year back),1
skin issue+ since  10 day  hypertension,1
giddiness  headache cough cold,1
sub-acute bronchitis,1
delayed healing of sutures - pain at the suture site,1
loose motion c weakness c  yellow discoloration of eyes c weakness,1
pityririasis alba,1
urticaria both feet,1
ringworm worm infection,1
knee pain -generalised weakness,1
4months anc,1
infected corn,1
rt shoulder + arm injury,1
dizziness due to some cardiac disorder,1
bodypsin',1
fever cough for 15 days,1
2nd trimester,1
headahce (due to loss of sleep),1
pain in the middle finger tip (right),1
history of trauma 2 yr,1
c cervical spondylosis ; acute gastritis,1
flank pain since 2 month,1
seborrheic  capitis,1
wrist pain [ strain ],1
pain in knees( chronic),1
cough back pain  weakness,1
stomach pain' voltage,1
hx. rta 1years back,1
frequent episodes of occasional pain abdomen,1
42yr old lady  breathlessness on walking long,1
wrisf pain,1
eye pain [ eye problem],1
skin allergy over fingers,1
o heavy weight lifting),1
dyspnea stage iv,1
fever at night   for 3 days,1
itching during night,1
anorexia c weakness c  hypothyroidism  c gastric ulcer c dry skin c arthritis,1
blunt head injury,1
history of loose motion 2 day's back,1
o abrasion on upper limbs,1
cervical lymphadenopathy present.,1
out expectoration x 1 yr,1
swelling in  body,1
shoulder pain radiating towards hand(cervical spondylosis),1
neck swelling ++,1
history of trauma to the wrist.,1
pain in wrist.,1
as informed by mother--6yr old child has frequent episodes of anal itching,1
ovulation induced,1
lt hand-leg pain,1
brownish p,1
pain in left iliac fossa post-surgery,1
acidity constipation since 10 day,1
headache (traumatic),1
vision deficiency,1
contact dermatitis in toes,1
jaw pain 5days,1
musculoskeletal pain in back[past fall],1
coughing since 4months,1
pain in right upper limbs,1
pain in right lower quadrant of abdomen since two years,1
injury rt hane,1
rashes on sclap  forehead hands,1
as informed by mother---10yr old child has frequent episodes of allergic rhinitis,1
weakness  body  pain,1
hypopigmented spots on legs,1
neck pain since 1 years,1
disc  disorders,1
left wrist pain (previous injury),1
fracture of neck of femur left side 4months back as informed by patients attendent,1
ringworm  since 1 yr,1
dizziness',1
leg pain rt. side,1
tingling sensation  in both hand,1
ringworm 2 years,1
common cold woth bodyache,1
malntrition,1
vaginal cyst,1
hyperuricemia (cannot send report photos),1
wound  onleg,1
myalgia n eye pain,1
minor pain on breathing since morning,1
knee pain (hit on the knee),1
cough cold since 7days,1
mild swelling feet - sitting job,1
myalgia n toothache,1
cold couh,1
increased stool frequency x 3 months,1
skin rash ulcer,1
fever since 7-8 days,1
loose motions since 5 days,1
weakness tingling sensation pruritus,1
patient has 4 live issues,1
hand pain since 3 days,1
numbness since 15days,1
pain body weakness leg pain,1
toothache c chest pain c weakness,1
g bodyswelling,1
epigastric pain-liver disease,1
low back pain since 4 month,1
intermittent bleeding + since 1 yr,1
typhoid (27,1
vaginal prolapse (something coming out of the vagina),1
last child birth 11 months back,1
lmp: 30 d back,1
htn emregency,1
leucorrhoea n backache since 1 year,1
allergic airway disease c backache c weakness,1
chest pain since months,1
urti knee apin,1
irregular mentural cycles,1
osteoarthritis ; urti,1
weakness c anorexia c periodic vomiting,1
loose motions since 2days ( 3 episodes),1
hypracidity,1
calculus cholecystitis,1
all normal vaginal deliveries,1
left ear discharge c pain otitis media  left,1
left shoulder pain extending finger c  rt leg pain body pain c weakness  c,1
vomitngs,1
o-hypertension (under regular medicine 1 year ),1
headache  periodicalc weakness c bodyache  c sadness due to death of young son,1
gum nfection,1
toothache  mouth ulcer,1
headache (difficulty vision),1
cough (allergic to dust),1
no  weight loss,1
loss of appetite p weakness,1
wound over rt  leg,1
pus filled wound in lower limb,1
reddish boil on body,1
left thigh trauma,1
p1 l1 g2,1
anc - 4 month,1
abdomenal pain,1
â¿vericella zoster virus,1
cough cold gas body pain',1
o fall from bike 5 days back,1
skull fracture (raccoon eye) - h,1
sensation that complete voiding did not occur during micturition on,1
pain abdomen left hypochondrium,1
hand-leg painneuropathy,1
usg abdomen dn 15 d back shows renal calculi,1
1 y amenorrhea since last child birth,1
renal calculous[4.6 mm],1
abdominal pain (epigastric region) since years,1
self medication,1
accidental cut injury,1
acidty since 1 yr,1
bleeding pv x 2 months,1
ringworm on buttocks for  5 months,1
as informed by mother---2yr old child has intestinal helminthiasis,1
1 hyperkeratotic fissuring,1
paresthesia (left sided body pain ),1
anorexia..s,1
breathlessness-copd( chronic smoking),1
gastreoenteritis,1
seven month pregnant women  weakness,1
sun dermatits,1
pain in joints since 2 years,1
wt---41kg.,1
atopic dermatitis since 5yrs,1
depression  defaulted on rx for the past 3 months,1
weakness -7th month pregnancy,1
knee  pain back pain  weakness,1
seborrheic capitits,1
back pain to leg pain,1
tumour over forehead,1
wt>60kg.,1
t2dm on regular medications. discontinued medications for hypertension. bp---167,1
frequent episodes of knee pain (b,1
gastroentirits,1
back pain since injury 8 yrs back,1
headwound,1
shoulder pain-  fracture,1
l pedal swealling pain,1
13 january c section,1
wound on right lower limb,1
off (half side),1
pain abdomen after eating food since 4days,1
sciatica x 6 months,1
eye injury > 5 years,1
body pain for 10 days,1
scabies (severe),1
pharyngitis 1m,1
left thumb,1
chest pain htn,1
moral ulcer,1
nerve pain in legs,1
pain abdomen k,1
secondarily infected ringworm,1
back due to  rta,1
cold since  10-15 dyas,1
diabetic mellitus back pain',1
cough an dcold,1
weakness  pain in shoulder,1
weakness herpes simplex,1
injury of foot,1
above 50 year old,1
arthritis - multiple,1
bodyache  c  heartburn c  obesity  c  h,1
leg pain n anorexia since 3 days,1
typhoid (2,1
strain in eye  -  cause,1
headache  neck pain,1
leg pain wekaness hyperacidity,1
amenorrhea (inj. contraceptive 3 months ago ),1
urticarea  body pain,1
scabies ; tinea corporis,1
